#wl	n
0.4000	2.6599275738888
0.4030	2.6523284707977
0.4060	2.6449735304133
0.4090	2.6378516684475
0.4120	2.6309524563954
0.4150	2.6242660736332
0.4180	2.6177832636734
0.4210	2.6114952941629
0.4240	2.6053939202509
0.4270	2.5994713510012
0.4300	2.5937202185538
0.4330	2.588133549778
0.4360	2.5827047401825
0.4390	2.5774275298751
0.4420	2.572295981386
0.4450	2.5673044591883
0.4480	2.5624476107634
0.4510	2.5577203490786
0.4540	2.5531178363543
0.4570	2.5486354690101
0.4600	2.5442688636928
0.4630	2.5400138442936
0.4660	2.5358664298764
0.4690	2.5318228234408
0.4720	2.5278794014541
0.4750	2.5240327040921
0.4780	2.520279426131
0.4810	2.5166164084427
0.4840	2.513040630045
0.4870	2.5095492006669
0.4900	2.5061393537882
0.4930	2.5028084401202
0.4960	2.4995539214942
0.4990	2.496373365128
0.5020	2.4932644382448
0.5050	2.4902249030177
0.5080	2.487252611818
0.5110	2.4843455027458
0.5140	2.4815015954238
0.5170	2.4787189870363
0.5200	2.475995848596
0.5230	2.4733304214253
0.5260	2.4707210138356
0.5290	2.4681659979936
0.5320	2.4656638069612
0.5350	2.4632129318985
0.5380	2.4608119194192
0.5410	2.4584593690885
0.5440	2.4561539310561
0.5470	2.4538943038136
0.5500	2.4516792320703
0.5530	2.4495075047397
0.5560	2.4473779530308
0.5590	2.4452894486355
0.5620	2.4432409020101
0.5650	2.441231260742
0.5680	2.4392595079984
0.5710	2.4373246610522
0.5740	2.4354257698796
0.5770	2.433561915827
0.5800	2.4317322103418
0.5830	2.4299357937637
0.5860	2.4281718341746
0.5890	2.4264395263016
0.5920	2.4247380904726
0.5950	2.4230667716192
0.5980	2.4214248383267
0.6010	2.4198115819269
0.6040	2.4182263156324
0.6070	2.4166683737098
0.6100	2.4151371106901
0.6130	2.4136319006142
0.6160	2.4121521363112
0.6190	2.4106972287092
0.6220	2.4092666061749
0.6250	2.4078597138831
0.6280	2.406476013212
0.6310	2.4051149811646
0.6340	2.4037761098154
0.6370	2.4024589057788
0.6400	2.401162889701
0.6430	2.3998875957722
0.6460	2.3986325712594
0.6490	2.3973973760574
0.6520	2.3961815822592
0.6550	2.3949847737428
0.6580	2.393806545775
0.6610	2.3926465046308
0.6640	2.3915042672277
0.6670	2.3903794607749
0.6700	2.3892717224358
0.6730	2.3881806990032
0.6760	2.387106046588
0.6790	2.3860474303191
0.6820	2.3850045240547
0.6850	2.383977010105
0.6880	2.382964578965
0.6910	2.381966929057
0.6940	2.3809837664836
0.6970	2.3800148047889
0.7000	2.3790597647286
0.72	2.373
0.74	2.368
0.76	2.363
0.78	2.359
0.8	2.355
